Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
530401,VINYOFL,VINYOFLEX LTD.,Active,XT,10.00,INE526H01011,Commodity Chemicals,Equity
530403,VALLABH,VALLABH POLY-PLAST INTERNATIONAL LTD.,Active,XT,10.00,INE862K01014,Containers &amp; Packaging,Equity
530405,JINDCAP,JINDAL CAPITAL LTD.,Active,XT,10.00,INE356F01017,Other Financial Services,Equity
530407,EPIC,EPIC ENERGY LTD.-$,Active,XT,10.00,INE932F01015,Finance (including NBFCs),Equity
530419,SUMEDHA,SUMEDHA FISCAL SERVICES LTD.,Active,X ,10.00,INE886B01012,Other Financial Services,Equity
530421,KUWERIN,KUWER INDUSTRIES LTD.,Active,X ,10.00,INE430F01010,Commodity Chemicals,Equity
530427,CHOKSI,CHOKSI IMAGING LTD.,Active,X ,10.00,INE865B01016,Photographic Products,Equity
530429,ASHISHPO,ASHISH POLYPLAST LTD.,Active,XT,10.00,INE831C01016,Plastic Products,Equity
530431,ADORFO,ADOR FONTECH LTD.-$,Active,X ,2.00,INE853A01022,Comm.Trading  &amp; Distribution,Equity
530433,SHIVAAGRO,SHIVA GLOBAL AGRO INDUSTRIES LTD.,Active,X ,10.00,INE960E01019,Fertilizers,Equity
530441,MAHAN,MAHANIVESH (INDIA) LTD.,Active,XT,10.00,INE641D01017,Misc.Commercial Services,Equity
530445,SUMERUIND,SUMERU INDUSTRIES LTD.,Active,XT,1.00,INE764B01029,Comm.Trading  &amp; Distribution,Equity
530449,RUNGTAIR,RUNGTA IRRIGATION LTD.,Active,XT,10.00,INE347C01013,Plastic Products,Equity
530457,CINERAD,CINERAD COMMUNICATIONS LTD.,Active,X ,10.00,INE959B01017,Movies &amp; Entertainment,Equity
530459,VALSONQ,VALSON INDUSTRIES LTD.-$,Active,X ,10.00,INE808A01018,Textiles,Equity
530461,SABOOSOD,SABOO SODIUM CHLORO LTD.,Active,X ,10.00,INE440C01016,Other Food Products,Equity
530469,GSLSEC,GSL SECURITIES LTD.,Active,X ,10.00,INE721D01017,Finance (including NBFCs),Equity
530475,TINNARUBR,Tinna Rubber and Infrastructure Limited,Active,X ,10.00,INE015C01016,Specialty Chemicals,Equity
530477,VIKRAMTH,VIKRAM THERMO (INDIA) LTD.,Active,X ,10.00,INE337E01010,Pharmaceuticals,Equity
530495,STRATMONT,Stratmont Industries Ltd,Active,Z ,10.00,INE473C01025,Comm.Trading  &amp; Distribution,Equity
530499,AKCAPIT,A.K.CAPITAL SERVICES LTD.,Active,X ,10.00,INE701G01012,Finance (including NBFCs),Equity
530517,RELAXO,RELAXO FOOTWEARS LTD.-$,Active,A ,1.00,INE131B01039,Footwear,Equity
530521,VIRAT,VIRAT INDUSTRIES LTD.,Active,X ,10.00,INE467D01017,Other Apparels &amp; Accessories,Equity
530525,SHEETAL,SHEETAL DIAMONDS LTD.,Active,X ,10.00,INE786J01017,Other Apparels &amp; Accessories,Equity
530533,TERAI,TERAI TEA CO.LTD.,Active,X ,10.00,INE390D01011,Tea &amp; Coffee,Equity
530537,MANRAJH,MANRAJ HOUSING FINANCE LTD.,Active,Z ,10.00,INE948I01015,Housing Finance ,Equity
530543,MARG,MARG LTD.,Active,X ,10.00,INE941E01019,Realty,Equity
530545,COSCO,COSCO (INDIA) LTD.-$,Active,X ,10.00,INE949B01018,Diversified,Equity
530549,SHILPAMED,SHILPA MEDICARE LTD.,Active,B ,1.00,INE790G01031,Pharmaceuticals,Equity
530555,PARACABLES,PARAMOUNT COMMUNICATIONS LTD.-$,Active,B ,2.00,INE074B01023,Other Elect.Equip./ Prod.,Equity
530557,NCLRESE,NCL RESEARCH &amp; FINANCIAL SERVICES LTD.,Active,X ,2.00,INE132F01020,Other Financial Services,Equity
530565,SSLFINANCE,ARCHANA SOFTWARE LTD.,Active,X ,10.00,INE149B01015,IT Software Products,Equity
530571,EXPLICITFIN,EXPLICIT FINANCE LTD.,Active,XT,10.00,INE335G01019,Misc.Commercial Services,Equity
530577,LADDERUP,LADDERUP FINANCE LTD.,Active,X ,10.00,INE519D01015,Finance (including NBFCs),Equity
530579,UYFINCORP,U. Y. Fincorp Ltd,Active,X ,5.00,INE152C01025,Finance (including NBFCs),Equity
530585,SWASTIKA,SWASTIKA INVESTMART LTD.,Active,X ,10.00,INE691C01014,Other Financial Services,Equity
530589,PRIMAPLA,PRIMA PLASTICS LTD.,Active,X ,10.00,INE573B01016,Plastic Products,Equity
530595,TELECANOR,TELECANOR GLOBAL LTD.,Active,XT,10.00,INE381G01013,IT Software Products,Equity
530601,JAGSONFI,JAGSONPAL FINANCE &amp; LEASING LTD.,Active,XT,10.00,INE582C01015,Finance (including NBFCs),Equity
530609,CARNATIN,CARNATION INDUSTRIES LTD.,Active,X ,10.00,INE081B01010,Other Industrial Products,Equity
530611,STURDY,STURDY INDUSTRIES LTD.,Active,XT,2.00,INE134F01026,Plastic Products,Equity
530615,GARGFUR,GARG FURNACE LTD.,Active,XT,10.00,INE194E01015,Iron &amp; Steel/Interm.Products,Equity
530617,SAMPRE,SAMPRE NUTRITIONS LTD.,Active,XT,10.00,INE375C01014,Packaged Foods,Equity
530621,AAIL,Akar Auto Industries Ltd,Active,X ,5.00,INE864E01021,Industrial Machinery,Equity
530627,VIPULORG,Vipul Organics Ltd,Active,XT,10.00,INE834D01018,Specialty Chemicals,Equity
530643,ECORECO,ECO RECYCLING LTD.,Active,X ,10.00,INE316A01038,Electronic Components,Equity
530655,GOODLUCK,Goodluck India Ltd,Active,B ,2.00,INE127I01024,Iron &amp; Steel Products,Equity
530663,GOYALASS,GOYAL ASSOCIATES LTD.,Active,XT,1.00,INE912B01032,Other Financial Services,Equity
530665,ZENITHHE,ZENITH HEALTH CARE LTD.,Active,XT,1.00,INE812B01026,Pharmaceuticals,Equity
530669,PRESOFI,PREM SOMANI FINANCIAL SERVICES LTD.,Active,XT,10.00,INE035401012,Other Financial Services,Equity
530675,YORKEXP,YORK EXPORTS LTD.,Active,XT,10.00,INE057Q01018,Other Apparels &amp; Accessories,Equity
530677,SUPREME,SUPREME HOLDINGS &amp; HOSPITALITY (INDIA) LTD.,Active,X ,10.00,INE822E01011,Realty,Equity
530683,PITHP,PITHAMPUR POLY PRODUCTS LTD.,Active,P ,10.00,INE747D01012,Containers &amp; Packaging,Equity
530689,LYKISLTD,Lykis Limited,Active,XT,10.00,INE624M01014,Personal Products,Equity
530695,PRIMEPRO,PRIME PROPERTY DEVELOPMENT CORPORATION LTD.-$,Active,X ,5.00,INE233C01023,Realty,Equity
530697,ZENLABS,Zenlabs Ethica Ltd,Active,X ,10.00,INE546F01013,Misc.Commercial Services,Equity
530699,RAJRAYON,Raj Rayon Industries Limited-$,Active,Z ,1.00,INE533D01024,Textiles,Equity
530705,FLORATX,FLORA TEXTILES LTD.,Active,P ,10.00,INE161F01011,Textiles,Equity
530709,GOWRALE,GOWRA LEASING &amp; FINANCE LTD.,Active,XT,10.00,INE225G01012,Finance (including NBFCs),Equity
530711,JAGANLAM,JAGAN LAMPS LTD.,Active,X ,10.00,INE144C01014,Auto Parts &amp; Equipment,Equity
530713,AJEL,AJEL LTD.,Active,Z ,10.00,INE229B01015,IT Consulting &amp; Software,Equity
530715,ALPSINDUS,ALPS INDUSTRIES LTD.,Active,T ,10.00,INE093B01015,Textiles,Equity
530723,ASITCFIN,ASIT C.MEHTA FINANCIAL SERVICES LTD.,Active,X ,10.00,INE041B01014,Other Financial Services,Equity
530733,NOVAPUB,Nova Publications India Ltd,Active,XT,10.00,INE900O01014,Publishing,Equity
530735,SUPERBAK,SUPER BAKERS (INDIA) LTD.,Active,X ,10.00,INE897A01011,Packaged Foods,Equity
530741,OVOBELE,OVOBEL FOODS LTD.,Active,P ,10.00,INE812S01012,Other Food Products,Equity
530747,INDOASIAF,INDO ASIAN FINANCE LTD.,Active,XT,10.00,INE807A01010,Finance (including NBFCs),Equity
530759,STERTOOLS,STERLING TOOLS LTD.-$,Active,B ,2.00,INE334A01023,Auto Parts &amp; Equipment,Equity
530765,DEVKI,DEVKI LEASING &amp; FINANCE LTD.,Active,XT,10.00,INE510B01018,Finance (including NBFCs),Equity
530771,KLGCAP,KLG CAPITAL SERVICES LTD.,Active,X ,10.00,INE929C01018,Finance (including NBFCs),Equity
530773,IVRCLINFRA,IVRCL LTD,Active,T ,2.00,INE875A01025,Construction &amp; Engineering,Equity
530777,INFRAIND,INFRA INDUSTRIES LTD.,Active,XT,10.00,INE287D01019,Plastic Products,Equity
530779,DYNAMICP,DYNAMIC PORTFOLIO MANAGEMENT &amp; SERVICES LTD.,Active,X ,10.00,INE118C01018,Finance (including NBFCs),Equity
530781,INTERHG,INTERNATIONAL HOUSING FINANCE CORPORATION LTD.,Active,ZP,10.00,INE903G01014,Housing Finance ,Equity
530783,TRANSASIA,TRANS ASIA CORPORATION LTD.,Active,XT,10.00,INE321C01018,Pharmaceuticals,Equity
530787,INLANPR,INLAND PRINTERS LTD.,Active,P ,2.00,INE055O01025,Comm.Printing/Stationery,Equity
530789,CEEJAY,CEEJAY FINANCE LTD.,Active,X ,10.00,INE358C01010,Finance (including NBFCs),Equity
530795,SUNCITYSY,SUNCITY SYNTHETICS LTD.,Active,XT,10.00,INE584D01019,Textiles,Equity
530797,SHGANEL,SHREE GANESH ELASTOPLAST LTD.,Active,XT,10.00,INE400N01017,Comm.Trading  &amp; Distribution,Equity
530799,ANNAINFRA,ANNA INFRASTRUCTURES LTD.,Active,XT,10.00,INE336D01014,Finance (including NBFCs),Equity
530803,BHAGIL,Bhageria Industries Ltd,Active,B ,5.00,INE354C01027,Commodity Chemicals,Equity
530805,OIVL,Onesource Ideas Venture Ltd,Active,X ,10.00,INE125F01024,Consulting Services,Equity
530807,REGALIAA,REGALIAA REALTY LTD.,Active,XT,10.00,INE098H01011,Realty,Equity
530809,BNRUDY,BNR UDYOG LTD.,Active,XT,10.00,INE355C01016,BPO/KPO,Equity
530813,KRBL,KRBL LTD.,Active,A ,1.00,INE001B01026,Packaged Foods,Equity
530815,REFNOL,REFNOL RESINS &amp; CHEMICALS LTD.,Active,X ,10.00,INE428C01011,Commodity Chemicals,Equity
530821,SSPDL,SSPDL LTD.-$,Active,X ,10.00,INE838C01011,Realty,Equity
530825,DAIKAFFI,DAIKAFFIL CHEMICALS INDIA LTD.,Active,X ,10.00,INE789B01018,Specialty Chemicals,Equity
530829,CILSEC,CIL SECURITIES LTD.,Active,X ,10.00,INE830A01012,Finance (including NBFCs),Equity
530839,CLIOINFO,CLIO INFOTECH LTD.,Active,X ,10.00,INE011B01017,IT Software Products,Equity
530841,SHRIBCL,Shri Bholanath Carpets Ltd,Active,P ,10.00,INE151F01012,Furniture-Furnishing-Paints,Equity
530843,CUPID,CUPID LTD.-$,Active,B ,10.00,INE509F01011,Personal Products,Equity
530845,SUNSHIEL,SUNSHIELD CHEMICALS LTD.,Active,XT,10.00,INE199E01014,Commodity Chemicals,Equity
530853,HIPOLIN,HIPOLIN LTD.,Active,XT,10.00,INE963A01011,Household Products,Equity
530855,GDLLEAS,GDL LEASING &amp; FINANCE LTD.,Active,XT,10.00,INE545E01018,Finance (including NBFCs),Equity
530859,COSBOARD,COSBOARD INDUSTRIES LTD.,Active,XT,10.00,INE496D01016,Paper &amp; Paper Products,Equity
530871,CHEMBOND,CHEMBOND CHEMICALS LTD.-$,Active,X ,5.00,INE995D01025,Specialty Chemicals,Equity
530879,CIFL,Capital India Finance Ltd,Active,X ,10.00,INE345H01016,Finance (including NBFCs),Equity
530881,ABVL,Arunjyoti Bio Ventures Ltd,Active,XT,10.00,INE485K01014,Other Financial Services,Equity
530883,SUCROSA,SUPER CROP SAFE LTD.,Active,X ,2.00,INE366G01022,Agrochemicals,Equity
530885,FIVECORE,Five Core Exim Ltd,Active,XT,2.00,INE600D01021,IT Consulting &amp; Software,Equity
530889,ALKA,ALKA INDIA LTD.,Active,XT,1.00,INE061B01020,Textiles,Equity
530897,NGIND,N.G.INDUSTRIES LTD.-$,Active,X ,10.00,INE825C01018,Healthcare Services,Equity
530899,ASIAPAK,ASIA PACK LTD.,Active,XT,10.00,INE784M01016,Textiles,Equity
530905,SAINDUS,SAI INDUSTRIES LTD.,Active,P ,10.00,NA          ,Finance (including NBFCs),Equity
530907,SICAPIT,SI CAPITAL &amp; FINANCIAL SERVICES LTD.,Active,P ,10.00,INE417F01017,Misc.Commercial Services,Equity
530909,ERPSOFT,ERP SOFT SYSTEMS LTD.,Active,XT,10.00,INE308B01017,Misc.Commercial Services,Equity
530915,JRFOODS,J.R.FOODS LTD.,Active,XT,10.00,INE989E01018,Edible Oils,Equity
530917,RRSECUR,R.R.SECURITIES LTD.,Active,P ,10.00,INE474H01014,Misc.Commercial Services,Equity
530919,REMSONSIND,REMSONS INDUSTRIES LTD.,Active,B ,10.00,INE474C01015,Auto Parts &amp; Equipment,Equity
530921,INTETHR,INTEGRATED THERMOPLASTICS LTD.,Active,P ,10.00,INE038N01015,Plastic Products,Equity
530925,RAMSONS,RAMSONS PROJECTS LTD.,Active,XT,10.00,INE609D01014,Finance (including NBFCs),Equity
530927,HARAFIN,HARYANA FINANCIAL CORPORATION LTD.,Active,ZY,10.00,NA          ,Financial Institutions,Equity
530929,EUROASIA,EURO ASIA EXPORTS LTD.,Active,P ,10.00,INE535P01015,Comm.Trading  &amp; Distribution,Equity
530931,STANPACK,STANPACKS (INDIA) LTD.,Active,X ,10.00,INE457D01018,Containers &amp; Packaging,Equity
530943,SABTN,SRI ADHIKARI BROTHERS TELEVISION NETWORK LTD.,Active,T ,10.00,INE416A01036,Movies &amp; Entertainment,Equity
530951,RAMINFO,RAMINFO LIMITED,Active,X ,10.00,INE357B01022,IT Software Products,Equity
530953,SUNILAGR,SUNIL AGRO FOODS LTD.-$,Active,X ,10.00,INE224D01012,Packaged Foods,Equity
530959,DIANATEA,DIANA TEA CO.LTD.,Active,X ,5.00,INE012E01035,Tea &amp; Coffee,Equity
530961,VIKASECO,Vikas EcoTech Ltd,Active,B ,1.00,INE806A01020,Specialty Chemicals,Equity
530965,IOC,INDIAN OIL CORPORATION LTD.,Active,A ,10.00,INE242A01010,Oil Marketing &amp; Distribution,Equity
530971,NIMBUSI,NIMBUS INDUSTRIES LTD.,Active,Z ,5.00,INE470M01020,Comm.Trading  &amp; Distribution,Equity
530973,ALFAICA,ALFA ICA (INDIA) LTD.,Active,XT,10.00,INE042C01010,Plastic Products,Equity
530977,SKCIL,Shri Keshav Cements And Infra Ltd,Active,XT,10.00,INE260E01014,Cement &amp; Cement Products,Equity
530979,INDIAHOME,INDIA HOME LOAN LTD.,Active,X ,10.00,INE274E01015,Housing Finance ,Equity
530985,JPTSEC,JPT SECURITIES LTD.,Active,X ,10.00,INE630C01012,Finance (including NBFCs),Equity
530991,ROOPAIND,ROOPA INDUSTRIES LTD.,Active,X ,10.00,INE443C01010,Pharmaceuticals,Equity
530993,SARTHAKGL,SARTHAK GLOBAL LTD.,Active,XT,10.00,INE075H01019,Comm.Trading  &amp; Distribution,Equity
530997,UNIQUEO,UNIQUE ORGANICS LTD.,Active,X ,10.00,INE333E01019,Other Agricultural Products,Equity
530999,BALAMINES,BALAJI AMINES LTD.-$,Active,B ,2.00,INE050E01027,Specialty Chemicals,Equity
531003,SWRNASE,SWARNA SECURITIES LTD.,Active,X ,10.00,INE595G01018,Finance (including NBFCs),Equity
531017,ARISE,ARIHANT&#39;S SECURITIES LTD.,Active,X ,10.00,INE190D01015,Misc.Commercial Services,Equity
531025,VISAGAR,VISAGAR FINANCIAL SERVICES LTD.,Active,X ,2.00,INE309H01020,Other Financial Services,Equity
531027,LIBORD,LIBORD SECURITIES LTD.,Active,X ,10.00,INE267E01019,Other Financial Services,Equity
531029,BHATEXT,BHARAT TEXTILES &amp; PROOFING INDUSTRIES LTD.,Active,P ,10.00,INE201N01019,Comm.Trading  &amp; Distribution,Equity
531033,REGAL,REGAL ENTERTAINMENT &amp; CONSULTANTS LTD.,Active,XT,10.00,INE101E01010,Finance (including NBFCs),Equity
531035,JRELTD,Justride Enterprises Ltd,Active,P ,10.00,INE432F01024,2/3 Wheelers,Equity
531041,COMPEAU,COMPETENT AUTOMOBILES CO.LTD.,Active,X ,10.00,INE823B01015,Comm.Trading  &amp; Distribution,Equity
531043,ZDHJERK,DHANVANTRI JEEVAN REKHA LTD.,Active,XT,10.00,INE239F01015,Healthcare Services,Equity
531047,ADVPOWER,Advance PowerInfra Tech Limited,Active,Z ,10.00,INE009D01017,Finance (including NBFCs),Equity
531049,NEELKAN,NEELKANTH ROCKMINERALS LTD.,Active,Z ,10.00,INE741D01015,Construction Materials,Equity
531051,VINTAGES,VINTAGE SECURITIES LTD.,Active,XT,10.00,INE153C01015,Finance (including NBFCs),Equity
531065,OSWALOR,OSWAL OVERSEAS LTD.,Active,XT,10.00,INE906K01019,Sugar,Equity
531067,CONTILI,CONTIL INDIA LTD.,Active,X ,10.00,INE080G01011,Finance (including NBFCs),Equity
531069,VIJSOLX,VIJAY SOLVEX LTD.,Active,XT,10.00,INE362D01010,Edible Oils,Equity
531080,SHRIKRISH,SHRI KRISHNA DEVCON LTD.,Active,X ,10.00,INE997I01012,Realty,Equity
531082,ALANKIT,Alankit Ltd,Active,B ,1.00,INE914E01040,Other Financial Services,Equity
531083,NIHARINF,NIHAR INFO GLOBAL LTD.,Active,X ,10.00,INE876E01033,IT Software Products,Equity
531088,TULIPSTA,TULIP STAR HOTELS LTD.-$,Active,XT,10.00,INE379C01016,Finance (including NBFCs),Equity
531091,UNITDCR,UNITED CREDIT LTD.,Active,X ,10.00,INE858C01027,Finance (including NBFCs),Equity
531092,OMMETALS,OM METALS INFRAPROJECTS LTD.,Active,B ,1.00,INE239D01028,Construction &amp; Engineering,Equity
531099,RUBRAME,RUBRA MEDICAMENTS LTD.,Active,XT,10.00,INE396H01019,Pharmaceuticals,Equity
531109,ISHANCH,ISHAN DYES &amp; CHEMICALS LTD.,Active,X ,10.00,INE561M01018,Specialty Chemicals,Equity
531111,GOTHIPL,GOTHI PLASCON (INDIA) LTD.,Active,P ,10.00,INE538G01018,Houseware,Equity
531112,AMAZEENT,Amaze Entertech Ltd,Active,XT,10.00,INE011E01029,Industrial Machinery,Equity
531119,CEENIK,CEENIK EXPORTS (INDIA) LTD.,Active,XT,10.00,INE418D01010,Other Apparels &amp; Accessories,Equity
531120,PATELENG,PATEL ENGINEERING LTD.-$,Active,B ,1.00,INE244B01030,Construction &amp; Engineering,Equity
531126,VIRTUALS,VIRTUALSOFT SYSTEMS LTD.,Active,Z ,10.00,INE237C01016,IT Software Products,Equity
531127,MENAMANI,Mena Mani Industries Ltd,Active,X ,10.00,INE148B01025,Finance (including NBFCs),Equity
531129,INANI,INANI MARBLES &amp; INDUSTRIES LTD.,Active,X ,2.00,INE635D01027,Construction Materials,Equity
531137,GEMSI,GEMSTONE INVESTMENTS LTD.,Active,X ,1.00,INE503D01027,Misc.Commercial Services,Equity
531146,MEDICAMEQ,MEDICAMEN BIOTECH LTD.-$,Active,X ,10.00,INE646B01010,Pharmaceuticals,Equity
531147,ALICON,Alicon Castalloy Limited,Active,B ,5.00,INE062D01024,Aluminium,Equity
531153,DILIGENT,DILIGENT INDUSTRIES LTD.,Active,X ,5.00,INE650C01028,Edible Oils,Equity
531156,ALFAVIO,ALFAVISION OVERSEAS (INDIA) LTD.,Active,X ,10.00,INE883B01019,Finance (including NBFCs),Equity
531157,ORGCOAT,ORGANIC COATINGS LTD.,Active,X ,10.00,INE412E01011,Specialty Chemicals,Equity
531158,CATVISION,Catvision Limited,Active,X ,10.00,INE660B01011,Comm.Trading  &amp; Distribution,Equity
531161,ABMKNO,ABM KNOWLEDGEWARE LTD.,Active,X ,5.00,INE850B01026,IT Software Products,Equity
531162,EMAMILTD,EMAMI LTD.-$,Active,A ,1.00,INE548C01032,Personal Products,Equity
531163,KEMISTAR,Kemistar Corporation Limited,Active,X ,10.00,INE971L01029,Specialty Chemicals,Equity
531164,LADIAMO,LASER DIAMONDS LTD.,Active,P ,10.00,INE995E01015,Other Apparels &amp; Accessories,Equity
531169,SKPSEC,SKP SECURITIES LTD.,Active,X ,10.00,INE709B01016,Finance (including NBFCs),Equity
531172,PRANAVSP,PRANAVADITYA SPINNING MILLS LTD.,Active,X ,10.00,INE569D01028,Textiles,Equity
531173,SYSCHEM,SYSCHEM (INDIA) LTD.,Active,X ,10.00,INE121D01036,Pharmaceuticals,Equity
531175,BLSINFOTE,BLS INFOTECH LTD.,Active,X ,1.00,INE606B01022,IT Software Products,Equity
531176,MEFCOMCAP,MEFCOM CAPITAL MARKETS LTD.,Active,X ,10.00,INE186C01015,Finance (including NBFCs),Equity
531178,HEMANG,Hemang Resources Ltd,Active,X ,10.00,INE930A01010,Comm.Trading  &amp; Distribution,Equity
531179,ARMANFIN,ARMAN FINANCIAL SERVICES LTD.,Active,B ,10.00,INE109C01017,Finance (including NBFCs),Equity
531190,TAVERNIER,Tavernier Resources Limi,Active,X ,10.00,INE355H01015,Textiles,Equity
531192,MIDINFRA,Midas Infra Trade Limited,Active,XT,1.00,INE290M01022,Finance (including NBFCs),Equity
531196,GAGANPO,GAGAN POLYCOT INDIA LTD.,Active,XT,10.00,INE297L01011,Comm.Trading  &amp; Distribution,Equity
531198,DHANADACO,DHANADA CORPORATION LTD.,Active,XT,1.00,INE041F01015,Hotels,Equity
531199,GLANCE,GLANCE FINANCE LTD.,Active,X ,10.00,INE580D01017,Finance (including NBFCs),Equity
531201,SHILCTECH,SHILCHAR TECHNOLOGIES LTD.,Active,X ,10.00,INE024F01011,Other Elect.Equip./ Prod.,Equity
531203,BRANDREAL,BRAND REALTY SERVICES LTD.,Active,XT,10.00,INE819G01012,Consulting Services,Equity
531206,KWALITYCL,KWALITY CREDIT &amp; LEASING LTD.,Active,XT,10.00,INE577C01015,Finance (including NBFCs),Equity
531207,RAYLA,RAYMED LABS LTD.,Active,XT,10.00,INE741C01017,Pharmaceuticals,Equity
531209,NUCLEUS,NUCLEUS SOFTWARE EXPORTS LTD.,Active,B ,10.00,INE096B01018,IT Software Products,Equity
531210,COLINZ,COLINZ LABORATORIES LTD.,Active,XT,10.00,INE923C01011,Pharmaceuticals,Equity
531211,WELLNESS,WELLNESS NONI LTD.,Active,P ,10.00,INE571H01017,Other Financial Services,Equity
531212,NALINLEA,NALIN LEASE FINANCE LTD.,Active,X ,10.00,INE606C01012,Finance (including NBFCs),Equity
531213,MANAPPURAM,MANAPPURAM FINANCE LTD.,Active,A ,2.00,INE522D01027,Finance (including NBFCs),Equity
531215,RTSPOWR,RTS POWER CORPORATION LTD.,Active,X ,10.00,INE005C01017,Other Elect.Equip./ Prod.,Equity
531216,COMFINTE,COMFORT INTECH LTD.-$,Active,X ,10.00,INE819A01031,Finance (including NBFCs),Equity
531219,SHYAMAINFO,SHYAMA INFOSYS LTD.,Active,P ,10.00,INE861E01019,Pharmaceuticals,Equity
531221,MAYURFL,MAYUR FLOORINGS LTD.,Active,XT,10.00,INE262W01012,Construction Materials,Equity
531223,ANJANI,ANJANI SYNTHETICS LTD.-$,Active,X ,10.00,INE364D01032,Textiles,Equity
531227,DECOMIC,DECO-MICA LTD.,Active,P ,10.00,INE907E01010,Commodity Chemicals,Equity
531228,RANDER,RANDER CORPORATION LTD.,Active,XT,10.00,INE821D01031,Finance (including NBFCs),Equity
531233,RASIELEC,RASI ELECTRODES LTD.,Active,X ,2.00,INE822D01021,Other Industrial Goods,Equity
531234,VICTORYPP,VICTORY PAPER &amp; BOARDS (INDIA) LTD.,Active,XT,10.00,INE962E01015,Paper &amp; Paper Products,Equity
531235,CITIPOR,CITIPORT FINANCIAL SERVICES LTD.,Active,XT,10.00,INE494D01011,Finance (including NBFCs),Equity
531237,DHRUVCA,DHRUVA CAPITAL SERVICES LTD.,Active,X ,10.00,INE972E01014,Finance (including NBFCs),Equity
531241,LINCPENQ,LINC PEN &amp; PLASTICS LTD.-$,Active,T ,10.00,INE802B01019,Non-Durable Household Prod.,Equity
531246,PRIMAIN,PRIMA INDUSTRIES LTD.,Active,XT,10.00,INE723N01012,Edible Oils,Equity
531252,ANERI,Aneri Fincap Ltd,Active,X ,10.00,INE720D01019,Finance (including NBFCs),Equity
531253,INDGELA,INDIA GELATINE &amp; CHEMICALS LTD.-$,Active,X ,10.00,INE342D01012,Specialty Chemicals,Equity
531254,OPTIFIN,Optimus Finance Ltd,Active,X ,10.00,INE031G01014,Finance (including NBFCs),Equity
531255,PARAGONF,PARAGON FINANCE LTD.,Active,X ,10.00,INE015E01012,Finance (including NBFCs),Equity
531257,PRATIKSH,PRATIKSHA CHEMICALS LTD.,Active,XT,10.00,INE530D01012,Specialty Chemicals,Equity
531259,ESHAMEDIA,Esha Media Research Limited,Active,XT,10.00,INE328F01016,Advertising &amp; Media,Equity
531260,SUNEDISON,Sunedison Infrastructure Ltd,Active,XT,10.00,INE332F01018,Packaged Foods,Equity
531265,PROGRESV,PROGRESSIVE EXTRACTIONS &amp; EXPORTS LTD.,Active,XT,10.00,INE421E01012,Other Food Products,Equity
531266,VSTTILLERS,V.S.T.TILLERS TRACTORS LTD.-$,Active,B ,10.00,INE764D01017,Commercial Vehicles,Equity
531268,B2BSOFT,B2B SOFTWARE TECHNOLOGIES LTD.,Active,XT,10.00,INE151B01011,IT Software Products,Equity
531272,NIKKIGL,NIKKI GLOBAL FINANCE LTD.,Active,X ,10.00,INE526C01012,Finance (including NBFCs),Equity
531273,RADHEDE,RADHE DEVELOPERS (INDIA) LTD.,Active,X ,10.00,INE986B01036,Realty,Equity
531274,KINETRU,KINETIC TRUST LTD.,Active,XT,10.00,INE674M01019,Finance (including NBFCs),Equity
531278,ELIXIR,Elixir Capital Ltd,Active,X ,10.00,INE785D01012,Other Financial Services,Equity
531279,TRISHAKT,TRISHAKTI ELECTRONICS &amp; INDUSTRIES LTD.,Active,X ,10.00,INE238C01014,Finance (including NBFCs),Equity
531280,PANKAJPO,PANKAJ POLYMERS LTD.,Active,XT,10.00,INE698B01011,Containers &amp; Packaging,Equity
531281,PGINDST,PG INDUSTRY LTD.,Active,X ,10.00,INE807H01015,Construction Materials,Equity
531283,CINDRELL,CINDRELLA FINANCIAL SERVICES LTD.,Active,XT,10.00,INE897D01015,Finance (including NBFCs),Equity
531287,NATPLASTI,NATIONAL PLASTIC TECHNOLOGIES LTD.,Active,X ,10.00,INE896D01017,Plastic Products,Equity
531288,LEADFIN,LEAD FINANCIAL SERVICES LTD.,Active,XT,10.00,INE531D01010,Finance (including NBFCs),Equity
531289,NATFIT,National Fittings Limited,Active,X ,10.00,INE643C01015,Iron &amp; Steel Products,Equity
531297,ARTEFACT,ARTEFACT PROJECTS LTD.,Active,X ,10.00,INE885B01014,Consulting Services,Equity
